,LAT,LNG,COMUNA,Tipo_Accid,Causa_CON,Tipo_CONA,Fallecidos,Graves,Menos_Grav,Leves,Hora,Fecha
601,-20.2129089,-70.1426252,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,17:40:00,2018-04-24
602,-20.2279008,-70.1354882,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,07:45:00,2018-04-25
603,-20.2133583,-70.1388275,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:48:00,2018-04-25
604,-20.2206842,-70.1455402,IQUIQUE,CHOQUE POSTERIOR/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,20:00:00,2018-04-25
605,-20.2169534,-70.1451921,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,12:50:00,2018-04-25
606,-20.2205893,-70.147605,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:00:00,2018-04-26
607,-20.2047251,-70.1419082,IQUIQUE,CHOQUE FRENTE/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:00:00,2018-04-27
608,-20.2253708,-70.1454157,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,14:00:00,2018-04-27
609,-20.2133074,-70.134039,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,13:30:00,2018-04-27
610,-20.2059438,-70.1430218,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,09:00:00,2018-04-27
611,-20.237095,-70.1298896,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,07:15:00,2018-04-28
612,-20.2570097,-70.1328508,IQUIQUE,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,17:25:00,2018-04-29
613,-20.2996286,-70.108392,ALTO HOSPICIO,CHOQUE LADO/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,17:45:00,2018-04-28
614,-20.2764584,-70.1018494,ALTO HOSPICIO,COLISION,ALCOHOL EN CONDUCTOR,COLISION,0,1,0,3,10:40:00,2018-04-28
615,-20.2736121,-70.0917381,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,1,0,0,17:55:00,2018-04-27
616,-20.2556984,-70.1070161,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,08:50:00,2018-04-26
617,-20.277224,-70.0805248,ALTO HOSPICIO,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,07:30:00,2018-04-24
618,-20.2664507,-70.1029387,ALTO HOSPICIO,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:00:00,2018-04-23
619,-20.2759063,-70.1041594,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,3,17:00:00,2018-04-22
620,-20.2681601,-70.0960268,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,22:30:00,2018-04-20
621,-20.2132565,-70.150245,IQUIQUE,CHOQUE LADO/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,18:15:00,2018-05-02
622,-20.2897057,-70.1064421,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,08:00:00,2018-04-18
623,-20.2700353,-70.1098954,ALTO HOSPICIO,ATROPELLO,IMPRUDENCIA DEL PEATON,ATROPELLO,0,0,0,1,07:40:00,2018-04-18
624,-20.2718472,-70.1002663,ALTO HOSPICIO,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,21:30:00,2018-04-18
625,-20.2999346,-70.1117138,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:00:00,2018-04-17
626,-20.2296057,-70.1375401,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,21:40:00,2018-05-02
627,-20.2764584,-70.1018494,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,20:30:00,2018-05-01
628,-20.2740798,-70.106636,ALTO HOSPICIO,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,1,12:40:00,2018-05-01
629,-20.2444412,-70.1282904,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,16:10:00,2018-05-03
630,-20.2671374,-70.1237886,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,11:00:00,2018-05-04
631,-20.2386043,-70.1378325,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,21:07:00,2018-05-04
632,-20.2498961,-70.1275957,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,17:00:00,2018-05-04
633,-20.2371694,-70.1399482,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,06:30:00,2018-05-05
634,-20.2441837,-70.1409449,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,21:40:00,2018-05-05
635,-20.5364084,-70.1805181,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,17:00:00,2018-05-05
636,-20.2240039,-70.1360317,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,15:15:00,2018-05-05
637,-20.2109195,-70.1459124,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,11:10:00,2018-05-05
638,-20.2443662,-70.129305,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,14:15:00,2018-05-05
639,-20.2777582,-70.0907546,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,12:00:00,2018-05-06
640,-20.2728069,-70.1097017,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,17:45:00,2018-05-06
641,-20.2692118,-70.1055495,ALTO HOSPICIO,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,16:00:00,2018-05-06
642,-20.2278591,-70.131733,IQUIQUE,CHOQUE FRONTAL,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,00:30:00,2018-05-06
643,-20.2145966,-70.1428339,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,18:30:00,2018-05-06
644,-20.2161356,-70.1435283,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,2,13:23:00,2018-05-06
645,-20.2289498,-70.1369628,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,07:00:00,2018-05-07
646,-20.2245156,-70.150433,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,1,19:30:00,2018-05-07
647,-20.2345649,-70.1323307,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,21:45:00,2018-05-07
648,-20.2290311,-70.135502,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,07:15:00,2018-05-08
649,-20.2307033,-70.1356692,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,00:30:00,2018-05-08
650,-20.2384295,-70.1348415,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,08:20:00,2018-05-09
651,-20.2133583,-70.1388275,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,11:00:00,2018-05-09
652,-20.2126347,-70.15226,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:00:00,2018-05-09
653,-20.2301432,-70.1411798,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,1,0,17:58:00,2018-05-10
654,-20.2417381,-70.1341018,IQUIQUE,CHOQUE FRONTAL,DROGAS Y/O FATIGA EN CONDUCTOR,CHOQUE,0,0,0,1,18:00:00,2018-05-10
655,-20.2523713,-70.1275678,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,2,16:50:00,2018-05-10
656,-20.287989,-70.1059336,ALTO HOSPICIO,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,21:20:00,2018-03-13
657,-20.2253708,-70.1454157,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,14:55:00,2018-05-10
658,-20.2201814,-70.1349026,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:40:00,2018-05-11
659,-20.2076006,-70.1438554,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,20:00:00,2018-05-11
660,-20.225624,-70.1425042,IQUIQUE,COLISION FRONTAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,16:15:00,2018-05-12
661,-20.2076006,-70.1438554,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,10:55:00,2018-05-12
662,-20.2259472,-70.143415,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,17:45:00,2018-05-12
663,-20.2416031,-70.1281104,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,06:30:00,2018-05-13
664,-20.2287874,-70.1394852,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,13:30:00,2018-05-13
665,-20.2290448,-70.1408693,IQUIQUE,CHOQUE LATERAL,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,03:00:00,2018-05-13
666,-20.29478,-70.1057779,ALTO HOSPICIO,ATROPELLO,ALCOHOL EN CONDUCTOR,ATROPELLO,0,1,0,0,22:30:00,2018-05-13
667,-20.2488936,-70.123545,IQUIQUE,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,05:45:00,2018-05-13
668,-20.2405997,-70.1370252,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,12:00:00,2018-05-14
669,-20.2331847,-70.1320723,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,2,10:20:00,2018-05-14
670,-20.272851,-70.1035114,ALTO HOSPICIO,COLISION,OTRAS CAUSAS,COLISION,0,0,0,0,00:00:00,2018-05-15
671,-20.2246898,-70.1408337,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,16:00:00,2018-05-14
672,-20.2134898,-70.1310453,IQUIQUE,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,1,20:20:00,2018-05-14
673,-20.2142085,-70.1349056,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,07:30:00,2018-05-15
674,-20.2153192,-70.1540444,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,11:00:00,2018-05-15
675,-20.2201814,-70.1349026,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,15:20:00,2018-05-15
676,-20.215753,-70.1391326,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:45:00,2018-05-16
677,-20.231131,-70.1306854,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,1,16:20:00,2018-05-16
678,-20.2236,-70.1434542,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,16:30:00,2018-05-16
679,-20.2159236,-70.1486187,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,17:20:00,2018-05-16
680,-20.2930606,-70.1229349,IQUIQUE,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,02:00:00,2018-05-17
681,-20.2722984,-70.1285202,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:08:00,2018-05-17
682,-20.1938298,-70.1362687,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,1,09:00:00,2018-05-17
683,-20.2441837,-70.1409449,IQUIQUE,ATROPELLO,ALCOHOL EN CONDUCTOR,ATROPELLO,0,0,0,2,18:00:00,2018-05-17
684,-20.2221337,-70.1355969,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,16:35:00,2018-05-18
685,-20.2219834,-70.1395828,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,15:10:00,2018-05-18
686,-20.2169534,-70.1451921,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,18:40:00,2018-05-18
687,-20.2478069,-70.1258683,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,22:40:00,2018-05-18
688,-20.2221154,-70.1367067,IQUIQUE,COLISION FRONTAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,04:00:00,2018-05-19
689,-20.2394749,-70.1403552,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,11:10:00,2018-05-19
690,-20.2653785,-70.126922,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,18:30:00,2018-05-20
691,-20.2394862,-70.1461855,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,08:00:00,2018-05-22
692,-20.261982,-70.1018797,ALTO HOSPICIO,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:30:00,2018-05-18
693,-20.2879159,-70.1034352,ALTO HOSPICIO,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,19:25:00,2018-05-18
694,-20.2805686,-70.0888341,ALTO HOSPICIO,CHOQUE FRONTAL,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,05:00:00,2018-05-21
695,-20.2626251,-70.1247655,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,14:30:00,2018-05-22
696,-20.2397848,-70.1348591,IQUIQUE,CHOQUE FRENTE/LADO,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,02:30:00,2018-05-22
697,-20.2249004,-70.1370717,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,1,0,0,18:50:00,2018-05-22
698,-20.2416971,-70.1432156,IQUIQUE,CHOQUE LADO/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:25:00,2018-05-23
699,-20.2599382,-70.1249083,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,16:15:00,2018-05-23
700,-20.2201278,-70.1361812,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,16:00:00,2018-05-24
701,-20.2296636,-70.1355265,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,09:10:00,2018-05-26
702,-20.2373067,-70.139562,IQUIQUE,ATROPELLO,ALCOHOL EN PEATON,ATROPELLO,0,0,0,1,19:30:00,2018-05-27
703,-20.2224134,-70.1492067,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,07:50:00,2018-05-28
704,-20.2694032,-70.0950931,ALTO HOSPICIO,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,22:20:00,2018-05-21
705,-20.2197049,-70.1437707,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,2,17:00:00,2018-05-28
706,-20.2850513,-70.0951018,ALTO HOSPICIO,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:00:00,2018-05-24
707,-20.2348149,-70.1356574,IQUIQUE,CHOQUE FRENTE/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,19:00:00,2018-05-29
708,-20.2774097,-70.1081041,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,00:30:00,2018-01-01
709,-20.2879242,-70.1032668,ALTO HOSPICIO,CHOQUE FRENTE/POSTERIOR,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,1,04:55:00,2018-01-01
710,-20.2151357,-70.1528072,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,12:30:00,2018-05-30
711,-20.2776152,-70.0986886,ALTO HOSPICIO,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,16:30:00,2018-05-28
712,-20.2830627,-70.0874094,ALTO HOSPICIO,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,2,16:20:00,2018-05-29
713,-20.2244134,-70.14698,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,19:45:00,2018-05-31
714,-20.2160808,-70.1493656,IQUIQUE,VOLCADURA,PERDIDA CONTROL VEHICULO,VOLCADURA,0,1,0,0,14:30:00,2018-06-01
715,-20.2839611,-70.1044103,ALTO HOSPICIO,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,1,13:30:00,2018-06-02
716,-20.2445158,-70.131685,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,13:45:00,2018-06-02
717,-20.2925294,-70.1251716,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,1,0,1,07:50:00,2018-06-02
718,-20.2692565,-70.1237211,IQUIQUE,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,05:40:00,2018-06-02
719,-20.2348731,-70.143627,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,1,0,0,12:00:00,2018-06-02
720,-20.2441837,-70.1409449,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,13:40:00,2018-06-03
721,-20.2199419,-70.1393996,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,2,13:00:00,2018-06-03
722,-20.2626251,-70.1247655,IQUIQUE,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,1,06:20:00,2018-06-03
723,-20.2306827,-70.134509,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,1,0,1,12:30:00,2018-06-03
724,-20.2444412,-70.1282904,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,10:00:00,2018-06-04
725,-20.2480409,-70.1367207,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,08:05:00,2018-06-04
726,-20.2201543,-70.1353452,IQUIQUE,COLISION POR ALCANCE,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,0,19:40:00,2018-06-04
727,-20.5364084,-70.1805181,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,08:30:00,2018-06-05
728,-20.2172573,-70.1529207,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,1,18:40:00,2018-06-05
729,-20.2528036,-70.1261842,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,08:00:00,2018-06-05
730,-20.2130845,-70.1534748,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:50:00,2018-06-05
731,-20.2288673,-70.1384204,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,11:30:00,2018-06-06
732,-20.2219439,-70.1388786,IQUIQUE,CHOQUE FRENTE/POSTERIOR,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,2,08:20:00,2018-06-06
733,-20.2382135,-70.1286667,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,00:35:00,2018-06-07
734,-20.2172018,-70.1419493,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,3,18:30:00,2018-06-07
735,-20.220917,-70.1415272,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,14:00:00,2018-06-08
736,-20.2106577,-70.1346152,IQUIQUE,CHOQUE FRENTE/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,18:30:00,2018-06-08
737,-20.2482419,-70.1291267,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,3,10:40:00,2018-06-08
738,-20.217491,-70.141104,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,1,0,0,17:30:00,2018-06-08
739,-20.2144441,-70.1342341,IQUIQUE,CHOQUE POSTERIOR/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:30:00,2018-06-09
740,-20.2368776,-70.1289208,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,10:05:00,2018-06-09
741,-20.2423171,-70.1332168,IQUIQUE,CHOQUE LADO/FRENTE,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:00:00,2018-12-23
742,-20.2227166,-70.1417354,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,18:45:00,2018-06-09
743,-20.2248356,-70.1380641,IQUIQUE,COLISION LATERAL,CAUSAS NO DETERMINADAS,COLISION,0,0,0,1,09:20:00,2018-06-10
744,-20.2285158,-70.146176,IQUIQUE,CHOQUE FRONTAL,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,03:00:00,2018-06-10
745,-20.2197336,-70.1431759,IQUIQUE,COLISION LATERAL,ALCOHOL EN CONDUCTOR,COLISION,0,0,0,0,11:55:00,2018-06-10
746,-20.2305793,-70.1391749,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,1,0,0,13:10:00,2018-06-10
747,-20.2612165,-70.1015553,ALTO HOSPICIO,COLISION,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,08:30:00,2018-06-06
748,-20.2117191,-70.1460666,IQUIQUE,CHOQUE LADO/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,15:30:00,2018-06-11
749,-20.2172018,-70.1419493,IQUIQUE,CHOQUE LATERAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,06:30:00,2018-06-11
750,-20.239015,-70.14459,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,14:05:00,2018-06-11
751,-20.2722222,-70.0958333,ALTO HOSPICIO,CHOQUE LADO/LADO,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,22:20:00,2018-06-10
752,-20.2300295,-70.1415428,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL PEATON,ATROPELLO,0,0,0,1,10:50:00,2018-06-13
753,-20.2422792,-70.1413978,IQUIQUE,COLISION LATERAL,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,2,15:10:00,2018-06-13
754,-20.2076628,-70.135993,IQUIQUE,CHOQUE FRONTAL,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,14:10:00,2018-06-14
755,-20.2167325,-70.1523902,IQUIQUE,CHOQUE FRENTE/LADO,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,04:50:00,2018-06-15
756,-20.2427402,-70.1399698,IQUIQUE,COLISION,DESOBEDIENCIA A SEÑALIZACION,COLISION,0,0,0,0,12:10:00,2018-06-15
757,-20.2134898,-70.1310453,IQUIQUE,CHOQUE POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,0,13:45:00,2018-06-16
758,-20.2379088,-70.1271838,IQUIQUE,CHOQUE FRENTE/POSTERIOR,ALCOHOL EN CONDUCTOR,CHOQUE,0,0,0,0,02:45:00,2018-06-16
759,-20.2339491,-70.1380032,IQUIQUE,CHOQUE FRONTAL,CAUSAS NO DETERMINADAS,CHOQUE,0,0,0,0,06:40:00,2018-06-17
760,-20.20934,-70.1505109,IQUIQUE,CHOQUE FRENTE/POSTERIOR,PERDIDA CONTROL VEHICULO,CHOQUE,0,0,0,0,16:40:00,2018-06-17
761,-20.2206842,-70.1455402,IQUIQUE,COLISION LATERAL,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,07:40:00,2018-06-18
762,-20.226475,-70.1352834,IQUIQUE,CHOQUE FRENTE/POSTERIOR,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,0,0,0,2,07:40:00,2018-06-18
763,-20.2181701,-70.1551829,IQUIQUE,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,0,0,0,1,08:55:00,2018-06-18
764,-20.2132565,-70.150245,IQUIQUE,COLISION POR ALCANCE,IMPRUDENCIA DEL CONDUCTOR,COLISION,0,0,0,0,12:30:00,2018-12-24
