,Fecha,Hora,Comuna,Accidentes,Causas,Muertos,Graves,Menos Graves,Leves,Ilesos,Urbano/Rural,Latitud,Longitud
6291,11/08/2015,11:10,IQUIQUE,Colisión,"Fallas mecánicas, frenos",0,0,0,1,1,URBANO,-20.2290311,-70.135502
6292,12/08/2015,12:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2448205,-70.1266967
6293,12/08/2015,16:25,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,-20.2194358,-70.1489677
6294,13/08/2015,07:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2287626,-70.140574
6295,13/08/2015,08:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2306665,-70.1371297
6296,13/08/2015,16:25,IQUIQUE,Atropello,Otras causas,0,0,0,1,0,URBANO,-20.2307033,-70.1356692
6297,13/08/2015,18:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2386682,-70.1296108
6298,14/08/2015,14:00,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,1,URBANO,-20.2253401,-70.1477104
6299,14/08/2015,19:15,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,-20.2181507,-70.1361591
6300,15/08/2015,16:10,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2162548,-70.1400975
6301,15/08/2015,17:10,HUARA,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,RURAL,-19.9959408,-69.7712298
6302,16/08/2015,05:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,-20.2091555,-70.1304924
6303,16/08/2015,06:05,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6304,16/08/2015,22:25,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2355112,-70.143292
6305,17/08/2015,15:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,-20.2246077,-70.1424417
6306,18/08/2015,15:30,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,-20.2246077,-70.1424417
6307,19/08/2015,11:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2049542,-70.1369169
6308,19/08/2015,12:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2206303,-70.146763
6309,19/08/2015,19:05,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2187948,-70.1443066
6310,20/08/2015,08:05,IQUIQUE,Colisión,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2208235,-70.1432206
6311,20/08/2015,10:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2307033,-70.1356692
6312,20/08/2015,13:45,IQUIQUE,Volcadura,Perdida control vehículo,0,0,0,3,0,URBANO,-20.2307033,-70.1356692
6313,20/08/2015,18:45,IQUIQUE,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2133583,-70.1388275
6314,20/08/2015,18:45,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2175833,-70.1474318
6315,20/08/2015,19:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,-20.2423585,-70.1409732
6317,23/08/2015,04:20,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2484469,-70.1381101
6318,23/08/2015,08:00,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6319,23/08/2015,15:15,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,1,1,URBANO,-20.2686722,-70.1049169
6320,24/08/2015,14:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6321,24/08/2015,17:40,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,2,1,RURAL,-20.2686722,-70.1049169
6322,24/08/2015,19:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,3,0,URBANO,-20.2211368,-70.1377023
6323,25/08/2015,07:55,IQUIQUE,Colisión,Conducción contra sentido del transito,0,0,0,2,0,URBANO,-20.243452,-70.1376732
6324,25/08/2015,08:40,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2686722,-70.1049169
6325,25/08/2015,10:30,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,1,URBANO,-20.2106425,-70.1376839
6327,25/08/2015,19:05,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,2,URBANO,-20.2478923,-70.1368759
6328,25/08/2015,20:50,POZO ALMONTE,Colisión,Conducción no atento condiciones transito momento,0,1,0,2,6,RURAL,-20.2570503,-69.7857064
6329,25/08/2015,22:10,ALTO HOSPICIO,Volcadura,Velocidad no razonable ni prudente,0,0,0,1,0,RURAL,-20.2686722,-70.1049169
6330,26/08/2015,07:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2233179,-70.1505699
6331,26/08/2015,08:45,ALTO HOSPICIO,Atropello,Conducción no atento condiciones transito momento,0,0,1,0,0,URBANO,-20.2686722,-70.1049169
6332,26/08/2015,11:20,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,-20.2441056,-70.1308283
6333,26/08/2015,21:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,2,1,URBANO,-20.2286595,-70.1427026
6334,27/08/2015,06:30,IQUIQUE,Atropello,"Peatón, cruza calzada fuera paso peatones",1,0,0,0,1,RURAL,-20.2307033,-70.1356692
6335,27/08/2015,11:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2307033,-70.1356692
6336,27/08/2015,13:00,IQUIQUE,Colisión,Otras causas,0,0,0,1,0,URBANO,-20.2307033,-70.1356692
6337,27/08/2015,16:50,IQUIQUE,Colisión,Causas no determinadas,0,0,0,0,1,URBANO,-20.2484469,-70.1381101
6338,27/08/2015,20:10,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6339,27/08/2015,21:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2118495,-70.1367064
6340,28/08/2015,08:15,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,0,URBANO,-20.2686722,-70.1049169
6341,28/08/2015,08:45,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2132565,-70.150245
6342,28/08/2015,13:25,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.225863,-70.1315828
6343,28/08/2015,14:40,ALTO HOSPICIO,Colisión,"Señalización, desobedecer luz roja de semáforo",0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6344,28/08/2015,16:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.248795,-70.1299637
6345,29/08/2015,12:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2158511,-70.1502751
6346,29/08/2015,23:00,ALTO HOSPICIO,Atropello,Causas no determinadas,0,1,0,0,0,URBANO,-20.2885751,-70.0840983
6347,30/08/2015,00:20,IQUIQUE,Atropello,"Peatón, ebriedad del",0,0,0,1,1,URBANO,-20.2176315,-70.1465983
6348,30/08/2015,06:20,IQUIQUE,Colisión,Otras causas,0,1,0,0,0,URBANO,-20.2307033,-70.1356692
6349,30/08/2015,07:35,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6350,30/08/2015,09:00,IQUIQUE,Otros,Otras causas,0,0,0,0,2,URBANO,-20.2111906,-70.1384119
6351,30/08/2015,17:15,IQUIQUE,Colisión,Causas no determinadas,0,0,0,1,0,URBANO,-20.2262834,-70.1377103
6352,31/08/2015,08:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2175284,-70.1487847
6353,31/08/2015,09:50,HUARA,Volcadura,Perdida control vehículo,1,0,0,0,0,RURAL,-19.995924,-69.7712417
6354,31/08/2015,11:10,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,2,URBANO,-20.2671328,-70.0874421
6355,31/08/2015,17:30,IQUIQUE,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,-20.2184918,-70.1494876
6356,31/08/2015,21:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,-20.2307033,-70.1356692
6357,01/09/2015,10:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2692348,-70.1013055
6358,01/09/2015,10:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2296924,-70.134465
6359,01/09/2015,11:25,POZO ALMONTE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,RURAL,-20.2570503,-69.7857064
6360,01/09/2015,13:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.241748,-70.1396115
6361,01/09/2015,13:50,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,4,URBANO,-20.2307033,-70.1356692
6362,01/09/2015,13:50,ALTO HOSPICIO,Choque,Virajes indebidos,0,0,0,0,2,URBANO,-20.2701972,-70.1009113
6363,02/09/2015,04:30,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,3,URBANO,-20.2345169,-70.1325528
6364,02/09/2015,16:00,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,-20.2764584,-70.1018494
6365,02/09/2015,16:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2176315,-70.1465983
6366,02/09/2015,18:30,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,1,URBANO,-20.2159485,-70.1486532
6367,02/09/2015,20:30,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2307033,-70.1356692
6368,02/09/2015,21:40,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2307105,-70.1371321
6369,02/09/2015,22:15,IQUIQUE,Otros,Otras causas,0,0,0,0,2,URBANO,-20.2479851,-70.1368551
6370,03/09/2015,00:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,0,URBANO,-20.2379949,-70.1442259
6371,03/09/2015,07:45,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,-20.2396655,-70.1345536
6372,03/09/2015,09:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2154369,-70.1513951
6373,03/09/2015,11:00,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,-20.2824421,-70.10138
6374,03/09/2015,11:15,ALTO HOSPICIO,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6376,04/09/2015,00:15,POZO ALMONTE,Choque,Conducción no atento condiciones transito momento,0,0,1,1,1,RURAL,-20.2570503,-69.7857064
6377,04/09/2015,08:10,IQUIQUE,Atropello,Otras causas,0,0,0,0,1,URBANO,-20.2208235,-70.1432206
6378,04/09/2015,09:00,POZO ALMONTE,Choque,Conducción no atento condiciones transito momento,0,0,2,2,0,RURAL,-20.2570503,-69.7857064
6379,04/09/2015,10:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2686722,-70.1049169
6380,04/09/2015,14:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2484469,-70.1381101
6381,05/09/2015,03:45,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2306665,-70.1371297
6382,05/09/2015,12:00,ALTO HOSPICIO,Choque,"Vehiculo en retroceso, conducir",0,0,0,1,1,URBANO,-20.2686722,-70.1049169
6383,06/09/2015,07:20,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2541857,-70.1254935
6384,06/09/2015,07:35,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2812046,-70.1008192
6385,06/09/2015,08:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2307105,-70.1371321
6386,06/09/2015,10:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6387,06/09/2015,11:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2121701,-70.1513327
6388,06/09/2015,16:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6389,06/09/2015,19:40,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2201814,-70.1349026
6390,07/09/2015,06:05,ALTO HOSPICIO,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,2,URBANO,-20.2686722,-70.1049169
6391,07/09/2015,08:10,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2243231,-70.1331496
6392,08/09/2015,12:00,ALTO HOSPICIO,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6393,08/09/2015,19:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,-20.2160002,-70.1472917
6394,09/09/2015,07:30,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,3,URBANO,-20.2686722,-70.1049169
6395,09/09/2015,07:30,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,4,RURAL,-20.2686722,-70.1049169
6396,09/09/2015,08:30,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6397,09/09/2015,15:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,-20.2847174,-70.1022289
6399,10/09/2015,07:45,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,-20.2111906,-70.1384119
6400,10/09/2015,07:50,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,2,0,RURAL,-20.2686722,-70.1049169
6401,10/09/2015,08:25,POZO ALMONTE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,RURAL,-20.2570503,-69.7857064
6402,10/09/2015,10:50,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,-20.2306827,-70.134509
6403,10/09/2015,13:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,2,0,URBANO,-20.2686722,-70.1049169
6404,10/09/2015,14:50,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,-20.2701972,-70.1009113
6405,10/09/2015,22:00,POZO ALMONTE,Volcadura,Perdida control vehículo,0,0,0,0,0,RURAL,-20.2570503,-69.7857064
6406,11/09/2015,00:00,IQUIQUE,Colisión,Causas no determinadas,0,0,0,0,1,URBANO,-20.2404198,-70.1372473
6407,11/09/2015,07:20,IQUIQUE,Choque,"Fallas mecánicas, frenos",0,0,0,1,0,URBANO,-20.2307033,-70.1356692
6408,11/09/2015,12:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2307033,-70.1356692
6409,11/09/2015,13:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,-20.2885751,-70.0840983
6410,11/09/2015,14:00,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,3,2,URBANO,-20.2760633,-70.0820002
6411,11/09/2015,18:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6412,11/09/2015,21:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6413,12/09/2015,12:15,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,-20.2449019,-70.1386111
6414,12/09/2015,19:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2366385,-70.1343139
6415,12/09/2015,21:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2409125,-70.1360827
6416,12/09/2015,21:40,IQUIQUE,Atropello,Otras causas,0,0,0,2,0,URBANO,-20.2179381,-70.14026
6417,13/09/2015,03:40,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2262834,-70.1377103
6418,13/09/2015,08:30,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2651743,-70.105443
6419,13/09/2015,12:00,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2193059,-70.1455148
6420,13/09/2015,12:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2208561,-70.1319844
6421,13/09/2015,17:40,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,0,2,0,URBANO,-20.2704794,-70.1089452
6422,13/09/2015,18:31,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2404198,-70.1372473
6423,13/09/2015,20:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2307033,-70.1356692
6424,13/09/2015,22:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2484469,-70.1381101
6425,13/09/2015,23:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2307033,-70.1356692
6426,14/09/2015,20:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6427,14/09/2015,20:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2396655,-70.1345536
6428,14/09/2015,21:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,-20.2379173,-70.1271134
6429,15/09/2015,08:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2670851,-70.1046047
6430,15/09/2015,12:30,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,-20.22909,-70.1344354
6431,15/09/2015,12:55,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.248795,-70.1299637
6432,15/09/2015,16:25,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,1,0,0,1,URBANO,-20.2686722,-70.1049169
6433,15/09/2015,16:30,ALTO HOSPICIO,Atropello,Peatón permanece sobre la calzada,0,0,0,1,0,URBANO,-20.2656807,-70.1000549
6434,15/09/2015,21:00,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,3,URBANO,-20.2307033,-70.1356692
6435,15/09/2015,22:20,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,3,URBANO,-20.2657663,-70.124002
6436,15/09/2015,22:25,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,-20.2306665,-70.1371297
6437,15/09/2015,22:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2081895,-70.1415253
6438,16/09/2015,13:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2194645,-70.1403842
6439,16/09/2015,14:40,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6440,17/09/2015,07:50,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2885751,-70.0840983
6441,17/09/2015,09:00,IQUIQUE,Colisión,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,0,2,URBANO,-20.2125501,-70.1540094
6442,17/09/2015,11:15,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,-20.2307033,-70.1356692
6443,17/09/2015,11:44,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6444,17/09/2015,11:50,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6445,17/09/2015,12:50,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6446,17/09/2015,13:00,ALTO HOSPICIO,Colisión,"Adelantamiento en cruce, curva, cuesta, puente",0,0,0,0,2,URBANO,-20.2666181,-70.1028585
6447,17/09/2015,13:50,ALTO HOSPICIO,Volcadura,Perdida control vehículo,0,0,0,1,0,RURAL,-20.2686722,-70.1049169
6448,17/09/2015,16:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2111121,-70.1399327
6449,17/09/2015,17:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6450,17/09/2015,18:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2482419,-70.1291267
6451,17/09/2015,19:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2111906,-70.1384119
6452,17/09/2015,20:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6453,17/09/2015,21:40,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2167578,-70.1528862
6454,18/09/2015,00:45,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2484469,-70.1381101
6455,18/09/2015,05:30,IQUIQUE,Atropello,Otras causas,0,0,1,0,0,URBANO,-20.2484469,-70.1381101
6456,18/09/2015,10:20,IQUIQUE,Volcadura,Velocidad no razonable ni prudente,1,2,1,0,0,RURAL,-20.2307033,-70.1356692
6457,18/09/2015,12:21,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2217183,-70.1444324
6458,19/09/2015,00:10,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,0,1,1,URBANO,-20.2719484,-70.1029629
6459,19/09/2015,03:27,HUARA,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,RURAL,-19.995924,-69.7712417
6460,19/09/2015,14:20,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,0,1,1,URBANO,-20.2622777,-70.1027825
6461,19/09/2015,15:30,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,0,3,0,RURAL,-20.2686722,-70.1049169
6462,19/09/2015,16:00,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,-20.2123239,-70.147103
6463,19/09/2015,20:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
6464,21/09/2015,13:30,IQUIQUE,Choque,Otras causas,0,0,0,0,3,URBANO,-20.2427692,-70.1410638
6465,21/09/2015,13:30,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2662643,-70.1027994
6466,21/09/2015,14:00,ALTO HOSPICIO,Choque,Carga sobresale estructura vehiculo,0,0,0,0,1,URBANO,-20.2572284,-70.1001033
6467,21/09/2015,15:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2167578,-70.1528862
6468,21/09/2015,17:55,HUARA,Volcadura,Perdida control vehículo,0,1,0,0,0,RURAL,-19.995924,-69.7712417
6469,22/09/2015,14:30,ALTO HOSPICIO,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,1,URBANO,-20.2686722,-70.1049169
6470,22/09/2015,18:30,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,1,0,URBANO,-20.2686722,-70.1049169
6471,23/09/2015,04:30,IQUIQUE,Choque,Otras causas,0,0,0,0,2,URBANO,-20.2227166,-70.1417354
6472,23/09/2015,08:07,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,-20.2225972,-70.1350708
6473,23/09/2015,09:33,ALTO HOSPICIO,Colisión,Carga obstruye visual conduc.,0,0,0,0,1,URBANO,-20.2634765,-70.1050536
6474,23/09/2015,11:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2135226,-70.1485122
6475,23/09/2015,12:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,-20.2133583,-70.1388275
6476,23/09/2015,12:30,HUARA,Volcadura,Perdida control vehículo,1,1,0,0,0,RURAL,-19.995924,-69.7712417
6477,24/09/2015,14:00,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,0,1,URBANO,-20.2725782,-70.1064197
6478,24/09/2015,17:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2451662,-70.1355174
6479,24/09/2015,18:25,IQUIQUE,Colisión,Otras causas,0,0,0,1,1,URBANO,-20.2325448,-70.1358294
6480,24/09/2015,18:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,-20.2117876,-70.1528536
6481,24/09/2015,22:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,-20.2785169,-70.1265974
6482,25/09/2015,04:45,COLCHANE,Volcadura,Perdida control vehículo,1,0,0,0,0,RURAL,-19.2761393,-68.6388049
6483,25/09/2015,14:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,-20.2307033,-70.1356692
6484,25/09/2015,15:00,IQUIQUE,Colisión,Otras causas,0,0,0,1,1,URBANO,-20.2455526,-70.1292691
6485,25/09/2015,20:20,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,1,0,0,0,1,URBANO,-20.2399979,-70.1405531
6486,25/09/2015,21:50,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,3,RURAL,-20.2307033,-70.1356692
6487,26/09/2015,13:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,-20.2224134,-70.1492067
6488,26/09/2015,14:15,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2188278,-70.1436951
6489,26/09/2015,16:20,POZO ALMONTE,Volcadura,Conducción no atento condiciones transito momento,0,1,0,1,0,RURAL,-20.2570503,-69.7857064
6490,26/09/2015,23:30,IQUIQUE,Colisión,Perdida control vehículo,0,0,0,0,2,URBANO,-20.2484469,-70.1381101
6491,27/09/2015,03:20,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,-20.2307033,-70.1356692
